Time,sale_value,redemption_value
2024-02-11T23:00:00Z,500,138
2024-02-12T00:00:00Z,391,68
2024-02-12T01:00:00Z,272,49
2024-02-12T02:00:00Z,180,66
2024-02-12T03:00:00Z,106,141
2024-02-12T04:00:00Z,70,233
2024-02-12T05:00:00Z,49,49
2024-02-12T06:00:00Z,69,72
2024-02-12T07:00:00Z,106,140
2024-02-12T08:00:00Z,183,228
2024-02-12T09:00:00Z,272,364
2024-02-12T10:00:00Z,381,500
2024-02-12T11:00:00Z,501,640
2024-02-12T12:00:00Z,628,769
2024-02-12T13:00:00Z,717,853
2024-02-12T14:00:00Z,818,931
2024-02-12T15:00:00Z,886,947
2024-02-12T16:00:00Z,938,915
2024-02-12T17:00:00Z,944,860
2024-02-12T18:00:00Z,940,759
2024-02-12T19:00:00Z,887,636
2024-02-12T20:00:00Z,815,498
2024-02-12T21:00:00Z,726,357
2024-02-12T22:00:00Z,617,229
2024-02-12T23:00:00Z,505,133
2024-02-13T00:00:00Z,380,67
2024-02-13T01:00:00Z,277,48
2024-02-13T02:00:00Z,196,75
2024-02-13T03:00:00Z,112,140
2024-02-13T04:00:00Z,65,230
2024-02-13T05:00:00Z,47,56
2024-02-13T06:00:00Z,70,68
2024-02-13T07:00:00Z,110,136
2024-02-13T08:00:00Z,181,231
2024-02-13T09:00:00Z,268,356
2024-02-13T10:00:00Z,386,513
2024-02-13T11:00:00Z,494,633
2024-02-13T12:00:00Z,619,765
2024-02-13T13:00:00Z,732,865
2024-02-13T14:00:00Z,814,929
2024-02-13T15:00:00Z,898,955
2024-02-13T16:00:00Z,934,935
2024-02-13T17:00:00Z,943,870
2024-02-13T18:00:00Z,931,768
2024-02-13T19:00:00Z,888,632
2024-02-13T20:00:00Z,818,495
2024-02-13T21:00:00Z,728,357
2024-02-13T22:00:00Z,622,237
2024-02-13T23:00:00Z,498,139
2024-02-14T00:00:00Z,384,73
2024-02-14T01:00:00Z,276,50
2024-02-14T02:00:00Z,187,68
2024-02-14T03:00:00Z,105,134
2024-02-14T04:00:00Z,65,233
2024-02-14T05:00:00Z,46,60
2024-02-14T06:00:00Z,65,73
2024-02-14T07:00:00Z,109,136
2024-02-14T08:00:00Z,185,234
2024-02-14T09:00:00Z,279,366
2024-02-14T10:00:00Z,385,490
2024-02-14T11:00:00Z,489,642
2024-02-14T12:00:00Z,615,763
2024-02-14T13:00:00Z,723,851
2024-02-14T14:00:00Z,812,927
2024-02-14T15:00:00Z,895,951
2024-02-14T16:00:00Z,930,931
2024-02-14T17:00:00Z,941,863
2024-02-14T18:00:00Z,937,767
2024-02-14T19:00:00Z,892,637
2024-02-14T20:00:00Z,818,497
2024-02-14T21:00:00Z,718,361
2024-02-14T22:00:00Z,621,231
2024-02-14T23:00:00Z,502,129
2024-02-15T00:00:00Z,380,76
2024-02-15T01:00:00Z,270,51
2024-02-15T02:00:00Z,183,67
2024-02-15T03:00:00Z,115,138
2024-02-15T04:00:00Z,76,236
2024-02-15T05:00:00Z,51,48
2024-02-15T06:00:00Z,67,73
2024-02-15T07:00:00Z,108,131
2024-02-15T08:00:00Z,189,224
2024-02-15T09:00:00Z,277,358
2024-02-15T10:00:00Z,381,503
2024-02-15T11:00:00Z,500,635
2024-02-15T12:00:00Z,621,768
2024-02-15T13:00:00Z,726,859
2024-02-15T14:00:00Z,822,929
2024-02-15T15:00:00Z,893,953
2024-02-15T16:00:00Z,939,928
2024-02-15T17:00:00Z,953,859
2024-02-15T18:00:00Z,939,765
2024-02-15T19:00:00Z,896,641
2024-02-15T20:00:00Z,819,501
2024-02-15T21:00:00Z,710,361
2024-02-15T22:00:00Z,622,239
2024-02-15T23:00:00Z,496,140
2024-02-16T00:00:00Z,385,71
2024-02-16T01:00:00Z,281,45
2024-02-16T02:00:00Z,182,74
2024-02-16T03:00:00Z,103,141
2024-02-16T04:00:00Z,74,241
2024-02-16T05:00:00Z,42,46
2024-02-16T06:00:00Z,64,73
2024-02-16T07:00:00Z,111,136
2024-02-16T08:00:00Z,190,241
2024-02-16T09:00:00Z,264,365
2024-02-16T10:00:00Z,385,496
2024-02-16T11:00:00Z,499,640
2024-02-16T12:00:00Z,616,755
2024-02-16T13:00:00Z,725,859
2024-02-16T14:00:00Z,815,929
2024-02-16T15:00:00Z,890,949
2024-02-16T16:00:00Z,939,930
2024-02-16T17:00:00Z,954,865
2024-02-16T18:00:00Z,942,757
2024-02-16T19:00:00Z,891,637
2024-02-16T20:00:00Z,818,497
2024-02-16T21:00:00Z,708,352
2024-02-16T22:00:00Z,609,230
2024-02-16T23:00:00Z,499,139
2024-02-17T00:00:00Z,384,72
2024-02-17T01:00:00Z,265,53
2024-02-17T02:00:00Z,176,72
2024-02-17T03:00:00Z,108,136
2024-02-17T04:00:00Z,51,232
2024-02-17T05:00:00Z,52,49
2024-02-17T06:00:00Z,68,67
2024-02-17T07:00:00Z,108,139
2024-02-17T08:00:00Z,175,241
2024-02-17T09:00:00Z,272,364
2024-02-17T10:00:00Z,384,495
2024-02-17T11:00:00Z,495,638
2024-02-17T12:00:00Z,618,767
2024-02-17T13:00:00Z,719,870
2024-02-17T14:00:00Z,816,927
2024-02-17T15:00:00Z,889,952
2024-02-17T16:00:00Z,927,929
2024-02-17T17:00:00Z,946,864
2024-02-17T18:00:00Z,938,759
2024-02-17T19:00:00Z,895,649
2024-02-17T20:00:00Z,822,497
2024-02-17T21:00:00Z,729,347
2024-02-17T22:00:00Z,610,228
2024-02-17T23:00:00Z,502,141
2024-02-18T00:00:00Z,386,79
2024-02-18T01:00:00Z,274,43
2024-02-18T02:00:00Z,187,71
2024-02-18T03:00:00Z,117,139
2024-02-18T04:00:00Z,64,237
2024-02-18T05:00:00Z,49,51
2024-02-18T06:00:00Z,70,66
2024-02-18T07:00:00Z,116,147
2024-02-18T08:00:00Z,184,242
2024-02-18T09:00:00Z,273,367
2024-02-18T10:00:00Z,379,494
2024-02-18T11:00:00Z,502,635
2024-02-18T12:00:00Z,618,760
2024-02-18T13:00:00Z,723,861
2024-02-18T14:00:00Z,813,930
2024-02-18T15:00:00Z,888,947
2024-02-18T16:00:00Z,937,921
2024-02-18T17:00:00Z,957,874
2024-02-18T18:00:00Z,937,768
2024-02-18T19:00:00Z,894,645
2024-02-18T20:00:00Z,822,499
2024-02-18T21:00:00Z,728,357
2024-02-18T22:00:00Z,617,230
2024-02-18T23:00:00Z,507,132
2024-02-19T00:00:00Z,383,71
2024-02-19T01:00:00Z,274,49
2024-02-19T02:00:00Z,184,65
2024-02-19T03:00:00Z,119,131
2024-02-19T04:00:00Z,68,247
2024-02-19T05:00:00Z,46,51
2024-02-19T06:00:00Z,66,66
2024-02-19T07:00:00Z,115,130
2024-02-19T08:00:00Z,192,232
2024-02-19T09:00:00Z,277,360
2024-02-19T10:00:00Z,388,508
2024-02-19T11:00:00Z,492,643
2024-02-19T12:00:00Z,616,767
2024-02-19T13:00:00Z,728,863
2024-02-19T14:00:00Z,822,927
2024-02-19T15:00:00Z,888,951
2024-02-19T16:00:00Z,937,923
2024-02-19T17:00:00Z,954,869
2024-02-19T18:00:00Z,936,759
2024-02-19T19:00:00Z,892,641
2024-02-19T20:00:00Z,826,505
2024-02-19T21:00:00Z,721,363
2024-02-19T22:00:00Z,613,237
2024-02-19T23:00:00Z,499,133
2024-02-20T00:00:00Z,391,69
2024-02-20T01:00:00Z,268,59
2024-02-20T02:00:00Z,179,75
2024-02-20T03:00:00Z,107,140
2024-02-20T04:00:00Z,65,238
2024-02-20T05:00:00Z,50,49
2024-02-20T06:00:00Z,62,77
2024-02-20T07:00:00Z,121,131
2024-02-20T08:00:00Z,175,238
2024-02-20T09:00:00Z,271,372
2024-02-20T10:00:00Z,386,506
2024-02-20T11:00:00Z,501,645
2024-02-20T12:00:00Z,627,767
2024-02-20T13:00:00Z,722,863
2024-02-20T14:00:00Z,811,930
2024-02-20T15:00:00Z,889,944
2024-02-20T16:00:00Z,941,927
2024-02-20T17:00:00Z,949,861
2024-02-20T18:00:00Z,940,758
2024-02-20T19:00:00Z,886,640
2024-02-20T20:00:00Z,822,500
2024-02-20T21:00:00Z,736,359
2024-02-20T22:00:00Z,613,237
2024-02-20T23:00:00Z,495,141
2024-02-21T00:00:00Z,380,69
2024-02-21T01:00:00Z,272,52
2024-02-21T02:00:00Z,180,71
2024-02-21T03:00:00Z,122,140
2024-02-21T04:00:00Z,71,230
2024-02-21T05:00:00Z,48,49
2024-02-21T06:00:00Z,68,76
2024-02-21T07:00:00Z,119,134
2024-02-21T08:00:00Z,182,233
2024-02-21T09:00:00Z,274,362
2024-02-21T10:00:00Z,387,499
2024-02-21T11:00:00Z,500,636
2024-02-21T12:00:00Z,614,773
2024-02-21T13:00:00Z,731,865
2024-02-21T14:00:00Z,817,928
2024-02-21T15:00:00Z,890,944
2024-02-21T16:00:00Z,937,925
2024-02-21T17:00:00Z,947,867
2024-02-21T18:00:00Z,934,764
2024-02-21T19:00:00Z,883,643
2024-02-21T20:00:00Z,821,499
2024-02-21T21:00:00Z,728,357
2024-02-21T22:00:00Z,626,230
2024-02-21T23:00:00Z,491,137
2024-02-22T00:00:00Z,379,78
2024-02-22T01:00:00Z,270,52
2024-02-22T02:00:00Z,184,72
2024-02-22T03:00:00Z,108,135
2024-02-22T04:00:00Z,69,239
2024-02-22T05:00:00Z,53,51
2024-02-22T06:00:00Z,63,74
2024-02-22T07:00:00Z,111,144
2024-02-22T08:00:00Z,184,239
2024-02-22T09:00:00Z,273,360
2024-02-22T10:00:00Z,376,505
2024-02-22T11:00:00Z,507,639
2024-02-22T12:00:00Z,618,761
2024-02-22T13:00:00Z,728,869
2024-02-22T14:00:00Z,812,926
2024-02-22T15:00:00Z,894,944
2024-02-22T16:00:00Z,934,932
2024-02-22T17:00:00Z,954,869
2024-02-22T18:00:00Z,939,769
2024-02-22T19:00:00Z,882,633
2024-02-22T20:00:00Z,814,499
2024-02-22T21:00:00Z,732,363
2024-02-22T22:00:00Z,620,235
2024-02-22T23:00:00Z,500,135
2024-02-23T00:00:00Z,384,70
2024-02-23T01:00:00Z,272,52
2024-02-23T02:00:00Z,188,71
2024-02-23T03:00:00Z,117,140
2024-02-23T04:00:00Z,69,247
2024-02-23T05:00:00Z,52,53
2024-02-23T06:00:00Z,63,72
2024-02-23T07:00:00Z,108,139
2024-02-23T08:00:00Z,178,238
2024-02-23T09:00:00Z,267,364
2024-02-23T10:00:00Z,393,502
2024-02-23T11:00:00Z,498,638
2024-02-23T12:00:00Z,613,765
2024-02-23T13:00:00Z,729,867
2024-02-23T14:00:00Z,816,928
2024-02-23T15:00:00Z,895,948
2024-02-23T16:00:00Z,929,926
2024-02-23T17:00:00Z,948,877
2024-02-23T18:00:00Z,934,767
2024-02-23T19:00:00Z,884,636
2024-02-23T20:00:00Z,818,509
2024-02-23T21:00:00Z,728,363
2024-02-23T22:00:00Z,615,245
2024-02-23T23:00:00Z,499,139
2024-02-24T00:00:00Z,387,74
2024-02-24T01:00:00Z,280,45
2024-02-24T02:00:00Z,186,66
2024-02-24T03:00:00Z,106,134
2024-02-24T04:00:00Z,64,237
2024-02-24T05:00:00Z,46,41
2024-02-24T06:00:00Z,65,83
2024-02-24T07:00:00Z,112,133
2024-02-24T08:00:00Z,181,237
2024-02-24T09:00:00Z,268,356
2024-02-24T10:00:00Z,384,503
2024-02-24T11:00:00Z,498,644
2024-02-24T12:00:00Z,609,772
2024-02-24T13:00:00Z,727,864
2024-02-24T14:00:00Z,814,934
2024-02-24T15:00:00Z,893,949
2024-02-24T16:00:00Z,935,930
2024-02-24T17:00:00Z,952,875
2024-02-24T18:00:00Z,930,759
2024-02-24T19:00:00Z,894,638
2024-02-24T20:00:00Z,813,508
2024-02-24T21:00:00Z,722,358
2024-02-24T22:00:00Z,616,225
2024-02-24T23:00:00Z,497,139
2024-02-25T00:00:00Z,381,68
2024-02-25T01:00:00Z,276,49
2024-02-25T02:00:00Z,184,68
2024-02-25T03:00:00Z,115,142
2024-02-25T04:00:00Z,73,238
2024-02-25T05:00:00Z,54,57
2024-02-25T06:00:00Z,66,69
2024-02-25T07:00:00Z,106,146
2024-02-25T08:00:00Z,176,236
2024-02-25T09:00:00Z,273,365
2024-02-25T10:00:00Z,378,508
2024-02-25T11:00:00Z,497,627
2024-02-25T12:00:00Z,612,763
2024-02-25T13:00:00Z,723,861
2024-02-25T14:00:00Z,819,933
2024-02-25T15:00:00Z,899,950
2024-02-25T16:00:00Z,943,921
2024-02-25T17:00:00Z,950,868
2024-02-25T18:00:00Z,937,759
2024-02-25T19:00:00Z,893,643
2024-02-25T20:00:00Z,826,495
2024-02-25T21:00:00Z,713,358
2024-02-25T22:00:00Z,624,239
2024-02-25T23:00:00Z,507,134
2024-02-26T00:00:00Z,383,76
2024-02-26T01:00:00Z,273,49
2024-02-26T02:00:00Z,192,85
2024-02-26T03:00:00Z,104,135
2024-02-26T04:00:00Z,63,234
2024-02-26T05:00:00Z,51,57
2024-02-26T06:00:00Z,72,68
2024-02-26T07:00:00Z,107,143
2024-02-26T08:00:00Z,186,231
2024-02-26T09:00:00Z,267,355
2024-02-26T10:00:00Z,386,500
2024-02-26T11:00:00Z,504,641
2024-02-26T12:00:00Z,610,767
2024-02-26T13:00:00Z,723,865
2024-02-26T14:00:00Z,819,928
2024-02-26T15:00:00Z,896,964
2024-02-26T16:00:00Z,939,942
2024-02-26T17:00:00Z,946,871
2024-02-26T18:00:00Z,934,762
2024-02-26T19:00:00Z,896,643
2024-02-26T20:00:00Z,820,498
2024-02-26T21:00:00Z,725,367
2024-02-26T22:00:00Z,624,239
2024-02-26T23:00:00Z,505,133
2024-02-27T00:00:00Z,393,63
2024-02-27T01:00:00Z,271,53
2024-02-27T02:00:00Z,184,81
2024-02-27T03:00:00Z,108,140
2024-02-27T04:00:00Z,59,240
2024-02-27T05:00:00Z,48,61
2024-02-27T06:00:00Z,70,73
2024-02-27T07:00:00Z,115,142
2024-02-27T08:00:00Z,182,238
2024-02-27T09:00:00Z,268,357
2024-02-27T10:00:00Z,386,504
2024-02-27T11:00:00Z,492,646
2024-02-27T12:00:00Z,611,760
2024-02-27T13:00:00Z,722,871
2024-02-27T14:00:00Z,816,926
2024-02-27T15:00:00Z,883,943
2024-02-27T16:00:00Z,937,930
2024-02-27T17:00:00Z,944,865
2024-02-27T18:00:00Z,931,759
2024-02-27T19:00:00Z,891,637
2024-02-27T20:00:00Z,821,504
2024-02-27T21:00:00Z,727,371
2024-02-27T22:00:00Z,617,232
2024-02-27T23:00:00Z,487,138
2024-02-28T00:00:00Z,386,69
2024-02-28T01:00:00Z,276,56
2024-02-28T02:00:00Z,183,66
2024-02-28T03:00:00Z,109,142
2024-02-28T04:00:00Z,60,231
2024-02-28T05:00:00Z,47,51
2024-02-28T06:00:00Z,72,74
2024-02-28T07:00:00Z,108,136
2024-02-28T08:00:00Z,179,230
2024-02-28T09:00:00Z,282,358
2024-02-28T10:00:00Z,391,499
2024-02-28T11:00:00Z,503,641
2024-02-28T12:00:00Z,616,763
2024-02-28T13:00:00Z,723,867
2024-02-28T14:00:00Z,827,934
2024-02-28T15:00:00Z,881,949
2024-02-28T16:00:00Z,938,932
2024-02-28T17:00:00Z,957,870
2024-02-28T18:00:00Z,926,760
2024-02-28T19:00:00Z,890,639
2024-02-28T20:00:00Z,817,500
2024-02-28T21:00:00Z,728,364
2024-02-28T22:00:00Z,624,247
2024-02-28T23:00:00Z,490,135
2024-02-29T00:00:00Z,382,72
2024-02-29T01:00:00Z,281,50
2024-02-29T02:00:00Z,183,81
2024-02-29T03:00:00Z,109,142
2024-02-29T04:00:00Z,59,230
2024-02-29T05:00:00Z,45,55
2024-02-29T06:00:00Z,66,72
2024-02-29T07:00:00Z,106,141
2024-02-29T08:00:00Z,181,241
2024-02-29T09:00:00Z,277,360
2024-02-29T10:00:00Z,389,490
2024-02-29T11:00:00Z,506,638
2024-02-29T12:00:00Z,619,769
2024-02-29T13:00:00Z,729,859
2024-02-29T14:00:00Z,815,923
2024-02-29T15:00:00Z,897,948
2024-02-29T16:00:00Z,934,936
2024-02-29T17:00:00Z,942,862
2024-02-29T18:00:00Z,933,763
2024-02-29T19:00:00Z,898,632
2024-02-29T20:00:00Z,820,504
2024-02-29T21:00:00Z,729,360
2024-02-29T22:00:00Z,608,241
2024-02-29T23:00:00Z,505,135
2024-03-01T00:00:00Z,393,73
2024-03-01T01:00:00Z,271,55
2024-03-01T02:00:00Z,172,78
2024-03-01T03:00:00Z,110,132
2024-03-01T04:00:00Z,63,236
2024-03-01T05:00:00Z,56,47
2024-03-01T06:00:00Z,66,67
2024-03-01T07:00:00Z,117,132
2024-03-01T08:00:00Z,186,233
2024-03-01T09:00:00Z,278,365
2024-03-01T10:00:00Z,381,499
2024-03-01T11:00:00Z,503,646
2024-03-01T12:00:00Z,613,764
2024-03-01T13:00:00Z,721,867
2024-03-01T14:00:00Z,822,933
2024-03-01T15:00:00Z,895,947
2024-03-01T16:00:00Z,944,933
2024-03-01T17:00:00Z,944,856
2024-03-01T18:00:00Z,946,772
2024-03-01T19:00:00Z,892,639
2024-03-01T20:00:00Z,829,500
2024-03-01T21:00:00Z,725,362
2024-03-01T22:00:00Z,616,229
2024-03-01T23:00:00Z,501,139
2024-03-02T00:00:00Z,385,73
2024-03-02T01:00:00Z,274,45
2024-03-02T02:00:00Z,176,72
2024-03-02T03:00:00Z,106,146
2024-03-02T04:00:00Z,68,242
2024-03-02T05:00:00Z,45,56
2024-03-02T06:00:00Z,67,76
2024-03-02T07:00:00Z,104,131
2024-03-02T08:00:00Z,180,232
2024-03-02T09:00:00Z,279,356
2024-03-02T10:00:00Z,381,505
2024-03-02T11:00:00Z,497,641
2024-03-02T12:00:00Z,621,764
2024-03-02T13:00:00Z,719,860
2024-03-02T14:00:00Z,817,930
2024-03-02T15:00:00Z,888,947
2024-03-02T16:00:00Z,936,938
2024-03-02T17:00:00Z,954,867
2024-03-02T18:00:00Z,937,756
2024-03-02T19:00:00Z,896,646
2024-03-02T20:00:00Z,824,495
2024-03-02T21:00:00Z,727,367
2024-03-02T22:00:00Z,621,241
2024-03-02T23:00:00Z,502,142
2024-03-03T00:00:00Z,384,76
2024-03-03T01:00:00Z,271,48
2024-03-03T02:00:00Z,176,72
2024-03-03T03:00:00Z,110,141
2024-03-03T04:00:00Z,70,233
2024-03-03T05:00:00Z,46,51
2024-03-03T06:00:00Z,65,72
2024-03-03T07:00:00Z,122,137
2024-03-03T08:00:00Z,175,239
2024-03-03T09:00:00Z,275,363
2024-03-03T10:00:00Z,383,494
2024-03-03T11:00:00Z,507,646
2024-03-03T12:00:00Z,615,765
2024-03-03T13:00:00Z,727,856
2024-03-03T14:00:00Z,814,935
2024-03-03T15:00:00Z,889,953
2024-03-03T16:00:00Z,932,922
2024-03-03T17:00:00Z,950,865
2024-03-03T18:00:00Z,944,764
2024-03-03T19:00:00Z,893,637
2024-03-03T20:00:00Z,809,499
2024-03-03T21:00:00Z,741,356
2024-03-03T22:00:00Z,610,239
2024-03-03T23:00:00Z,496,131
2024-03-04T00:00:00Z,383,71
2024-03-04T01:00:00Z,268,46
2024-03-04T02:00:00Z,180,73
2024-03-04T03:00:00Z,109,127
2024-03-04T04:00:00Z,62,237
2024-03-04T05:00:00Z,44,52
2024-03-04T06:00:00Z,67,68
2024-03-04T07:00:00Z,109,125
2024-03-04T08:00:00Z,183,236
2024-03-04T09:00:00Z,270,358
2024-03-04T10:00:00Z,376,505
2024-03-04T11:00:00Z,501,645
2024-03-04T12:00:00Z,612,757
2024-03-04T13:00:00Z,724,860
2024-03-04T14:00:00Z,817,929
2024-03-04T15:00:00Z,888,949
2024-03-04T16:00:00Z,929,924
2024-03-04T17:00:00Z,953,864
2024-03-04T18:00:00Z,927,764
2024-03-04T19:00:00Z,892,651
2024-03-04T20:00:00Z,818,501
2024-03-04T21:00:00Z,717,363
2024-03-04T22:00:00Z,615,243
2024-03-04T23:00:00Z,501,140
2024-03-05T00:00:00Z,380,67
2024-03-05T01:00:00Z,275,54
2024-03-05T02:00:00Z,185,80
2024-03-05T03:00:00Z,110,140
2024-03-05T04:00:00Z,71,238
2024-03-05T05:00:00Z,50,42
2024-03-05T06:00:00Z,72,65
2024-03-05T07:00:00Z,108,129
2024-03-05T08:00:00Z,178,241
2024-03-05T09:00:00Z,278,362
2024-03-05T10:00:00Z,379,496
2024-03-05T11:00:00Z,500,639
2024-03-05T12:00:00Z,612,760
2024-03-05T13:00:00Z,721,867
2024-03-05T14:00:00Z,814,932
2024-03-05T15:00:00Z,887,947
2024-03-05T16:00:00Z,938,933
2024-03-05T17:00:00Z,953,860
2024-03-05T18:00:00Z,941,758
2024-03-05T19:00:00Z,889,628
2024-03-05T20:00:00Z,824,500
2024-03-05T21:00:00Z,728,365
2024-03-05T22:00:00Z,612,233
2024-03-05T23:00:00Z,502,140
2024-03-06T00:00:00Z,375,74
2024-03-06T01:00:00Z,271,50
2024-03-06T02:00:00Z,187,71
2024-03-06T03:00:00Z,105,132
2024-03-06T04:00:00Z,71,237
2024-03-06T05:00:00Z,44,52
2024-03-06T06:00:00Z,71,69
2024-03-06T07:00:00Z,112,136
2024-03-06T08:00:00Z,185,234
2024-03-06T09:00:00Z,282,363
2024-03-06T10:00:00Z,388,503
2024-03-06T11:00:00Z,492,645
2024-03-06T12:00:00Z,614,773
2024-03-06T13:00:00Z,725,860
2024-03-06T14:00:00Z,816,928
2024-03-06T15:00:00Z,886,951
2024-03-06T16:00:00Z,928,928
2024-03-06T17:00:00Z,949,866
2024-03-06T18:00:00Z,943,771
2024-03-06T19:00:00Z,889,644
2024-03-06T20:00:00Z,816,494
2024-03-06T21:00:00Z,727,360
2024-03-06T22:00:00Z,610,230
2024-03-06T23:00:00Z,498,134
2024-03-07T00:00:00Z,375,70
2024-03-07T01:00:00Z,278,50
2024-03-07T02:00:00Z,181,72
2024-03-07T03:00:00Z,115,131
2024-03-07T04:00:00Z,65,240
2024-03-07T05:00:00Z,49,47
2024-03-07T06:00:00Z,74,69
2024-03-07T07:00:00Z,103,139
2024-03-07T08:00:00Z,183,224
2024-03-07T09:00:00Z,274,376
2024-03-07T10:00:00Z,382,506
2024-03-07T11:00:00Z,489,649
2024-03-07T12:00:00Z,617,761
2024-03-07T13:00:00Z,720,864
2024-03-07T14:00:00Z,819,922
2024-03-07T15:00:00Z,892,960
2024-03-07T16:00:00Z,945,927
2024-03-07T17:00:00Z,943,867
2024-03-07T18:00:00Z,932,764
2024-03-07T19:00:00Z,893,642
2024-03-07T20:00:00Z,815,488
2024-03-07T21:00:00Z,719,363
2024-03-07T22:00:00Z,610,232
2024-03-07T23:00:00Z,501,136
2024-03-08T00:00:00Z,384,67
2024-03-08T01:00:00Z,277,48
2024-03-08T02:00:00Z,182,74
2024-03-08T03:00:00Z,106,136
2024-03-08T04:00:00Z,60,235
2024-03-08T05:00:00Z,51,49
2024-03-08T06:00:00Z,65,66
2024-03-08T07:00:00Z,111,130
2024-03-08T08:00:00Z,181,242
2024-03-08T09:00:00Z,278,368
2024-03-08T10:00:00Z,387,499
2024-03-08T11:00:00Z,499,639
2024-03-08T12:00:00Z,616,760
2024-03-08T13:00:00Z,727,862
2024-03-08T14:00:00Z,825,926
2024-03-08T15:00:00Z,898,945
2024-03-08T16:00:00Z,938,920
2024-03-08T17:00:00Z,947,868
2024-03-08T18:00:00Z,930,764
2024-03-08T19:00:00Z,893,640
2024-03-08T20:00:00Z,819,501
2024-03-08T21:00:00Z,723,362
2024-03-08T22:00:00Z,609,232
2024-03-08T23:00:00Z,502,137
2024-03-09T00:00:00Z,385,78
2024-03-09T01:00:00Z,275,50
2024-03-09T02:00:00Z,181,72
2024-03-09T03:00:00Z,113,136
2024-03-09T04:00:00Z,64,228
2024-03-09T05:00:00Z,53,52
2024-03-09T06:00:00Z,55,72
2024-03-09T07:00:00Z,106,134
2024-03-09T08:00:00Z,180,234
2024-03-09T09:00:00Z,269,360
2024-03-09T10:00:00Z,380,507
2024-03-09T11:00:00Z,509,638
2024-03-09T12:00:00Z,617,769
2024-03-09T13:00:00Z,720,865
2024-03-09T14:00:00Z,813,928
2024-03-09T15:00:00Z,888,946
2024-03-09T16:00:00Z,938,934
2024-03-09T17:00:00Z,964,863
2024-03-09T18:00:00Z,933,760
2024-03-09T19:00:00Z,881,641
2024-03-09T20:00:00Z,819,498
2024-03-09T21:00:00Z,721,356
2024-03-09T22:00:00Z,617,234
2024-03-09T23:00:00Z,501,138
2024-03-10T00:00:00Z,390,70
2024-03-10T01:00:00Z,276,48
2024-03-10T02:00:00Z,188,77
2024-03-10T03:00:00Z,113,133
2024-03-10T04:00:00Z,61,238
2024-03-10T05:00:00Z,53,38
2024-03-10T06:00:00Z,70,72
2024-03-10T07:00:00Z,183,231
2024-03-10T08:00:00Z,275,371
2024-03-10T09:00:00Z,385,498
2024-03-10T10:00:00Z,491,639
2024-03-10T11:00:00Z,619,764
2024-03-10T12:00:00Z,726,867
2024-03-10T13:00:00Z,820,931
2024-03-10T14:00:00Z,890,952
2024-03-10T15:00:00Z,936,922
2024-03-10T16:00:00Z,952,870
2024-03-10T17:00:00Z,934,757
2024-03-10T18:00:00Z,886,640
2024-03-10T19:00:00Z,818,507
2024-03-10T20:00:00Z,727,366
2024-03-10T21:00:00Z,617,242
2024-03-10T22:00:00Z,504,137
2024-03-10T23:00:00Z,384,79
2024-03-11T00:00:00Z,276,48
2024-03-11T01:00:00Z,177,72
2024-03-11T02:00:00Z,115,142
2024-03-11T03:00:00Z,61,237
2024-03-11T04:00:00Z,46,46
2024-03-11T05:00:00Z,55,85
2024-03-11T06:00:00Z,117,141
2024-03-11T07:00:00Z,186,237
2024-03-11T08:00:00Z,281,352
2024-03-11T09:00:00Z,380,501
2024-03-11T10:00:00Z,503,636
2024-03-11T11:00:00Z,621,765
2024-03-11T12:00:00Z,728,862
2024-03-11T13:00:00Z,818,925
2024-03-11T14:00:00Z,890,956
2024-03-11T15:00:00Z,937,929
2024-03-11T16:00:00Z,951,862
2024-03-11T17:00:00Z,930,771
2024-03-11T18:00:00Z,893,636
2024-03-11T19:00:00Z,815,502
2024-03-11T20:00:00Z,724,351
2024-03-11T21:00:00Z,615,246
2024-03-11T22:00:00Z,508,133
2024-03-11T23:00:00Z,382,70
2024-03-12T00:00:00Z,274,48
2024-03-12T01:00:00Z,188,74
2024-03-12T02:00:00Z,101,137
2024-03-12T03:00:00Z,68,232
2024-03-12T04:00:00Z,63,64
2024-03-12T05:00:00Z,68,69
2024-03-12T06:00:00Z,117,141
2024-03-12T07:00:00Z,179,240
2024-03-12T08:00:00Z,279,359
2024-03-12T09:00:00Z,386,502
2024-03-12T10:00:00Z,499,635
2024-03-12T11:00:00Z,619,769
2024-03-12T12:00:00Z,721,867
2024-03-12T13:00:00Z,818,925
2024-03-12T14:00:00Z,894,959
2024-03-12T15:00:00Z,931,926
2024-03-12T16:00:00Z,953,866
2024-03-12T17:00:00Z,930,756
2024-03-12T18:00:00Z,891,635
2024-03-12T19:00:00Z,820,504
2024-03-12T20:00:00Z,730,361
2024-03-12T21:00:00Z,615,234
2024-03-12T22:00:00Z,500,137
2024-03-12T23:00:00Z,385,76
2024-03-13T00:00:00Z,275,51
2024-03-13T01:00:00Z,181,73
2024-03-13T02:00:00Z,109,142
2024-03-13T03:00:00Z,58,239
2024-03-13T04:00:00Z,57,52
2024-03-13T05:00:00Z,72,73
2024-03-13T06:00:00Z,112,134
2024-03-13T07:00:00Z,183,233
2024-03-13T08:00:00Z,281,359
2024-03-13T09:00:00Z,397,497
2024-03-13T10:00:00Z,499,639
2024-03-13T11:00:00Z,623,769
2024-03-13T12:00:00Z,730,870
2024-03-13T13:00:00Z,811,930
2024-03-13T14:00:00Z,888,950
